会社ID,会社名,地域,都道府県,本社所在地,営業エリア,戸建て取扱,収益不動産取扱,その他取扱物件,問い合わせフォーム,公式URL,問い合わせURL,サービスURL,電話番号,特徴・強み,根拠URL,確認日,確認状態,優先度,備考,事業者区分,公開メールアドレス,公式サイト確信度,公式サイトスコア,物上げ適性スコア,物上げ適性シグナル
RE-MLIT-27-00000274,株式会社萬成社,近畿,大阪府,要確認,大阪府,要確認,要確認,要確認,あり,https://data-link-plus.com/jp/corporation/6120001090221,https://data-link-plus.com/jp/inquiry-form,https://data-link-plus.com/jp/corporation/6120001090221,06-6231-3157,公式サイト自動確認（確信度高・100点）。問い合わせ導線あり。物上げ適性C（5点: 問い合わせ導線）,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=27&pageCount=1&pageListNo1=1&pageListNo2=1 | https://data-link-plus.com/jp/corporation/6120001090221 | https://data-link-plus.com/jp/inquiry-form,2026-08-19,自動確認済み,C,免許行政庁: 大阪府; 免許番号: 第000274号; 自動追加日: 2026-08-12; 公式サイト自動確認日: 2026-08-19,宅地建物取引業者,要確認,高,100,5,問い合わせ導線
RE-MLIT-27-00000345,正鋼建設株式会社,近畿,大阪府,要確認,大阪府,要確認,要確認,要確認,あり,https://data-link-plus.com/jp/corporation/3122001003660,https://data-link-plus.com/jp/inquiry-form,https://data-link-plus.com/jp/corporation/3122001003660,06-6788-0304,公式サイト自動確認（確信度高・95点）。問い合わせ導線あり。物上げ適性C（5点: 問い合わせ導線）,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=27&pageCount=1&pageListNo1=1&pageListNo2=1 | https://data-link-plus.com/jp/corporation/3122001003660 | https://data-link-plus.com/jp/inquiry-form,2026-08-19,自動確認済み,C,免許行政庁: 大阪府; 免許番号: 第000345号; 自動追加日: 2026-08-12; 公式サイト自動確認日: 2026-08-19,宅地建物取引業者,要確認,高,95,5,問い合わせ導線
RE-MLIT-27-00000053,武村土地株式会社,近畿,大阪府,要確認,大阪府,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=27&pageCount=1&pageListNo1=1&pageListNo2=1,2026-08-12,公的登録確認・公式サイト要確認,B,免許行政庁: 大阪府; 免許番号: 第000053号; 自動追加日: 2026-08-12,宅地建物取引業者,,,,,
RE-MLIT-27-00000262,泉建設株式会社,近畿,大阪府,要確認,大阪府,あり,要確認,土地,要確認,https://www.kensetumap.com/company/345921/profile.php,要確認,https://www.kensetumap.com/company/345921/profile.php,06-6552-0123,公式サイト自動確認（確信度中・75点）。戸建て取扱表記あり,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=27&pageCount=1&pageListNo1=1&pageListNo2=1 | https://www.kensetumap.com/company/345921/profile.php,2026-08-19,一部自動確認,C,免許行政庁: 大阪府; 免許番号: 第000262号; 自動追加日: 2026-08-12; 公式サイト自動確認日: 2026-08-19,宅地建物取引業者,要確認,中,75,0,
RE-MLIT-27-00000100,淀庄株式会社,近畿,大阪府,要確認,大阪府,要確認,要確認,要確認,あり,https://data-link-plus.com/jp/corporation/6120001053186,https://data-link-plus.com/jp/inquiry-form,https://data-link-plus.com/jp/corporation/6120001053186,06-6321-5325,公式サイト自動確認（確信度高・95点）。問い合わせ導線あり。物上げ適性C（5点: 問い合わせ導線）,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=27&pageCount=1&pageListNo1=1&pageListNo2=1 | https://data-link-plus.com/jp/corporation/6120001053186 | https://data-link-plus.com/jp/inquiry-form,2026-08-19,自動確認済み,C,免許行政庁: 大阪府; 免許番号: 第000100号; 自動追加日: 2026-08-12; 公式サイト自動確認日: 2026-08-19,宅地建物取引業者,要確認,高,95,5,問い合わせ導線
RE-MLIT-27-00000049,萬成商事株式会社,近畿,大阪府,要確認,大阪府,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=27&pageCount=1&pageListNo1=1&pageListNo2=1,2026-08-12,公的登録確認・公式サイト要確認,B,免許行政庁: 大阪府; 免許番号: 第000049号; 自動追加日: 2026-08-12,宅地建物取引業者,,,,,
RE-MLIT-12-00000283,ミドリ不動産株式会社,関東,千葉県,要確認,千葉県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=12&pageCount=1&pageListNo1=1&pageListNo2=1,2026-07-22,公的登録確認・公式サイト要確認,A,免許行政庁: 千葉県; 免許番号: 第000283号; 自動追加日: 2026-07-22,,,,,,
RE-MLIT-12-00001770,一般財団法人千葉県まちづくり公社,関東,千葉県,要確認,千葉県,要確認,要確認,要確認,あり,https://www.cue-net.or.jp/index.html,https://www.cue-net.or.jp/contact/index.html,https://www.cue-net.or.jp/index.html,04-7134-2015,公式サイトを自動確認。問い合わせ導線あり,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=12&pageCount=2&pageListNo1=2&pageListNo2=2 | https://www.cue-net.or.jp/index.html | https://www.cue-net.or.jp/contact/index.html,2026-08-01,自動確認済み,A,免許行政庁: 千葉県; 免許番号: 第001770号; 自動追加日: 2026-07-29; 公式サイト自動確認日: 2026-08-01,,,,,,
RE-MLIT-12-00000271,丸正商事株式会社,関東,千葉県,要確認,千葉県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=12&pageCount=1&pageListNo1=1&pageListNo2=1,2026-07-22,公的登録確認・公式サイト要確認,A,免許行政庁: 千葉県; 免許番号: 第000271号; 自動追加日: 2026-07-22,,,,,,
RE-MLIT-12-00002554,六幸企業株式会社,関東,千葉県,要確認,千葉県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=12&pageCount=3&pageListNo1=3&pageListNo2=3,2026-08-05,公的登録確認・公式サイト要確認,A,免許行政庁: 千葉県; 免許番号: 第002554号; 自動追加日: 2026-08-05,,,,,,
RE-MLIT-12-00000119,北葉開発株式会社,関東,千葉県,要確認,千葉県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=12&pageCount=1&pageListNo1=1&pageListNo2=1,2026-07-22,公的登録確認・公式サイト要確認,A,免許行政庁: 千葉県; 免許番号: 第000119号; 自動追加日: 2026-07-22,,,,,,
RE-MLIT-12-00000001,千葉復興株式会社,関東,千葉県,要確認,千葉県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=12&pageCount=1&pageListNo1=1&pageListNo2=1,2026-07-22,公的登録確認・公式サイト要確認,A,免許行政庁: 千葉県; 免許番号: 第000001号; 自動追加日: 2026-07-22,,,,,,
RE-MLIT-12-00001744,印南興業株式会社,関東,千葉県,要確認,千葉県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=12&pageCount=2&pageListNo1=2&pageListNo2=2,2026-07-29,公的登録確認・公式サイト要確認,A,免許行政庁: 千葉県; 免許番号: 第001744号; 自動追加日: 2026-07-29,,,,,,
RE-MLIT-12-00001790,大英建設株式会社,関東,千葉県,要確認,千葉県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=12&pageCount=2&pageListNo1=2&pageListNo2=2,2026-07-29,公的登録確認・公式サイト要確認,A,免許行政庁: 千葉県; 免許番号: 第001790号; 自動追加日: 2026-07-29,,,,,,
RE-MLIT-12-00000120,小湊鉄道株式会社,関東,千葉県,要確認,千葉県,要確認,要確認,土地・事業用,あり,要確認,要確認,要確認,04000105392,公式サイトを自動確認。問い合わせ導線あり,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=12&pageCount=1&pageListNo1=1&pageListNo2=1 | https://ja.wikipedia.org/wiki/%E5%B0%8F%E6%B9%8A%E9%89%84%E9%81%93 | https://ja.wikipedia.org/wiki/Wikipedia:%E9%80%A3%E7%B5%A1%E5%85%88,2026-07-23,品質再確認待ち,A,免許行政庁: 千葉県; 免許番号: 第000120号; 自動追加日: 2026-07-22; 公式サイト自動確認日: 2026-07-23; 自動品質監査で再確認対象,,,,,,
RE-MLIT-12-00002618,山水開発株式会社,関東,千葉県,要確認,千葉県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=12&pageCount=3&pageListNo1=3&pageListNo2=3,2026-08-05,公的登録確認・公式サイト要確認,A,免許行政庁: 千葉県; 免許番号: 第002618号; 自動追加日: 2026-08-05,,,,,,
RE-MLIT-12-00001746,山田不動産株式会社,関東,千葉県,要確認,千葉県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=12&pageCount=2&pageListNo1=2&pageListNo2=2,2026-07-29,公的登録確認・公式サイト要確認,A,免許行政庁: 千葉県; 免許番号: 第001746号; 自動追加日: 2026-07-29,,,,,,
RE-MLIT-12-00002638,市川市農業協同組合,関東,千葉県,要確認,千葉県,要確認,要確認,マンション・事業用・賃貸管理,あり,https://www.icbs.co.jp/,https://www.icbs.co.jp/contact.html,https://www.icbs.co.jp/,047-358-7917,公式サイト自動確認（確信度中・70点）。問い合わせ導線あり。物上げ適性C（5点: 問い合わせ導線）,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=12&pageCount=3&pageListNo1=3&pageListNo2=3 | https://www.icbs.co.jp/ | https://www.icbs.co.jp/contact.html,2026-08-09,自動確認済み,C,免許行政庁: 千葉県; 免許番号: 第002638号; 自動追加日: 2026-08-05; 公式サイト自動確認日: 2026-08-09,,要確認,中,70,5,問い合わせ導線
RE-MLIT-12-00000292,常南土地株式会社,関東,千葉県,要確認,千葉県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=12&pageCount=1&pageListNo1=1&pageListNo2=1,2026-07-22,公的登録確認・公式サイト要確認,A,免許行政庁: 千葉県; 免許番号: 第000292号; 自動追加日: 2026-07-22,,,,,,
RE-MLIT-12-00000298,日東不動産株式会社,関東,千葉県,要確認,千葉県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=12&pageCount=1&pageListNo1=1&pageListNo2=1,2026-07-22,公的登録確認・公式サイト要確認,A,免許行政庁: 千葉県; 免許番号: 第000298号; 自動追加日: 2026-07-22,,,,,,
RE-MLIT-12-00002635,日都建設株式会社,関東,千葉県,要確認,千葉県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=12&pageCount=3&pageListNo1=3&pageListNo2=3,2026-08-05,公的登録確認・公式サイト要確認,A,免許行政庁: 千葉県; 免許番号: 第002635号; 自動追加日: 2026-08-05,,,,,,
RE-MLIT-12-00000184,有限会社京葉ビル,関東,千葉県,要確認,千葉県,要確認,要確認,事業用,要確認,https://estate.sesh.jp/corp/detail/108313,要確認,https://estate.sesh.jp/corp/detail/108313,要確認,公式サイトを自動確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=12&pageCount=1&pageListNo1=1&pageListNo2=1 | https://estate.sesh.jp/corp/detail/108313,2026-07-23,一部自動確認,A,免許行政庁: 千葉県; 免許番号: 第000184号; 自動追加日: 2026-07-22; 公式サイト自動確認日: 2026-07-23,,,,,,
RE-MLIT-12-00002577,有限会社大日総業,関東,千葉県,要確認,千葉県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=12&pageCount=3&pageListNo1=3&pageListNo2=3,2026-08-05,公的登録確認・公式サイト要確認,A,免許行政庁: 千葉県; 免許番号: 第002577号; 自動追加日: 2026-08-05,,,,,,
RE-MLIT-12-00001703,有限会社岡田不動産,関東,千葉県,要確認,千葉県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=12&pageCount=2&pageListNo1=2&pageListNo2=2,2026-07-29,公的登録確認・公式サイト要確認,A,免許行政庁: 千葉県; 免許番号: 第001703号; 自動追加日: 2026-07-29,,,,,,
RE-MLIT-12-00000234,有限会社川崎不動産,関東,千葉県,要確認,千葉県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=12&pageCount=1&pageListNo1=1&pageListNo2=1,2026-07-22,公的登録確認・公式サイト要確認,A,免許行政庁: 千葉県; 免許番号: 第000234号; 自動追加日: 2026-07-22,,,,,,
RE-MLIT-12-00001799,有限会社植松商事,関東,千葉県,要確認,千葉県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=12&pageCount=2&pageListNo1=2&pageListNo2=2,2026-07-29,公的登録確認・公式サイト要確認,A,免許行政庁: 千葉県; 免許番号: 第001799号; 自動追加日: 2026-07-29,,,,,,
